generic_id,alias,lang
2414,начос с сыром,ru
2414,начос,ru
2414,начосы,ru
2414,начос сырный,ru
2414,чипсы начос,ru
2414,nachos with cheese,en
2415,хот дог с сыром,ru
2415,сырный хот дог,ru
2415,хотдог с сыром,ru
2415,чиз дог,ru
2415,хот-дог с сыром,ru
2415,cheese hot dog,en
2416,корн дог,ru
2416,корндог,ru
2416,сосиска в тесте на палочке,ru
2416,хот дог на палочке,ru
2416,корн-дог,ru
2416,corn dog,en
2417,донер кебаб,ru
2417,денер,ru
2417,кебаб в лаваше,ru
2417,doner kebab,en
2418,гирос,ru
2418,гирос с курицей,ru
2418,греческий гирос,ru
2418,гирос в пите,ru
2418,gyros,en
2419,пита с курицей,ru
2419,куриная пита,ru
2419,питта с курицей,ru
2419,сэндвич пита,ru
2419,chicken pita,en
2420,клаб сэндвич,ru
2420,клубный сэндвич,ru
2420,сэндвич клаб,ru
2420,клаб сендвич,ru
2420,клаб-сэндвич,ru
2420,club sandwich,en
2421,панини с ветчиной,ru
2421,панини ветчина сыр,ru
2421,горячий сэндвич панини,ru
2421,ham panini,en
2422,твистер,ru
2422,твистер с курицей,ru
2422,ролл твистер,ru
2422,кфс твистер,ru
2422,twister wrap,en
2423,цезарь ролл,ru
2423,ролл цезарь,ru
2423,ролл с курицей,ru
2423,куриный ролл,ru
2423,врап с курицей,ru
2423,caesar wrap,en
2423,chicken wrap,en
2425,стромболи,ru
2425,пицца рулет,ru
2425,рулет стромболи,ru
2425,stromboli,en
2426,самса с курицей,ru
2426,куриная самса,ru
2426,samsa with chicken,en
2428,пирожок жареный,ru
2428,жареный пирожок,ru
2428,пирожки с картошкой,ru
2428,пирожок жареный с картошкой,ru
2428,fried potato pirozhok,en
2430,блин с мясом,ru
2430,блинчик с мясом,ru
2430,блины с мясом,ru
2430,блинчики с мясом,ru
2430,pancake with meat,en
2431,блин с творогом,ru
2431,блинчик с творогом,ru
2431,блины с творогом,ru
2431,блинчики с творогом,ru
2431,pancake with curd,en
2432,блин с икрой,ru
2432,блинчик с икрой,ru
2432,блины с икрой,ru
2432,блин с красной икрой,ru
2432,pancake with caviar,en
2433,креп с бананом,ru
2433,блинчик с бананом,ru
2433,крепы,ru
2433,креп банан шоколад,ru
2433,блин с бананом,ru
2433,banana crepe,en
2434,мороженое рожок,ru
2434,рожок,ru
2434,мягкое мороженое,ru
2434,мороженое в вафельном рожке,ru
2434,ice cream cone,en
2434,soft serve,en
2436,пирожок яблочный,ru
2436,яблочный пирожок,ru
2436,эппл пай,ru
2436,пирожок с яблоком,ru
2436,пирожок яблочный жареный,ru
2436,apple pie fast food,en
2437,соус чиз,ru
2208,соус к шаурме,ru
2208,белый соус,ru
2440,салат цезарь с курицей,ru
2440,caesar salad with chicken,en
2442,маффин с яйцом,ru
2442,эг маффин,ru
2442,макмаффин,ru
2442,булочка с яйцом и беконом,ru
2442,маффин с яйцом и беконом,ru
2442,egg mcmuffin,en
2442,egg bacon muffin,en
2443,комбо обед,ru
2443,комбо,ru
2443,меню комбо,ru
2443,бургер меню,ru
2443,обед комбо,ru
2443,combo meal,en
2444,хашбраун,ru
2444,хэшбраун,ru
2444,картофельный хашбраун,ru
2444,драник фастфуд,ru
2444,hash brown,en
2445,пончик глазированный,ru
2445,донатс,ru
2445,донат глазированный,ru
2445,glazed donut,en
2502,суп с фрикадельками,ru
2502,фрикадельковый суп,ru
2502,суп фрикадельки,ru
2502,суп с тефтельками,ru
2502,meatball soup,en
2503,овощной суп,ru
2503,суп овощной,ru
2503,суп из овощей,ru
2503,овощной супчик,ru
2503,vegetable soup,en
2504,чечевичный суп,ru
2504,суп чечевичный,ru
2504,суп из чечевицы,ru
2504,суп с чечевицей,ru
2504,lentil soup,en
2505,картофельный суп,ru
2505,суп картофельный,ru
2505,суп с картошкой,ru
2505,суп с картофелем,ru
2505,potato soup,en
2506,окрошка,ru
2506,окрошка на квасе,ru
2506,окрошка квас,ru
2506,холодный суп окрошка,ru
2506,okroshka with kvass,en
2507,окрошка на кефире,ru
2507,окрошка кефир,ru
2507,кефирная окрошка,ru
2507,окрошка с кефиром,ru
2507,okroshka with kefir,en
2508,свекольник,ru
2508,холодный свекольник,ru
2508,холодный борщ,ru
2508,свекольный суп холодный,ru
2508,свекольник холодный,ru
2508,cold beet soup,en
2511,сырный крем суп,ru
2511,сырный суп,ru
2511,крем суп сырный,ru
2511,суп пюре сырный,ru
2511,крем-суп сырный,ru
2511,cheese cream soup,en
2512,суп с клецками,ru
2512,суп клецки,ru
2512,суп с галушками,ru
2512,dumpling soup,en
2513,щавелевый суп,ru
2513,суп из щавеля,ru
2513,зеленые щи,ru
2513,щи зеленые,ru
2513,суп щавелевый с яйцом,ru
2513,sorrel soup,en
2515,молочный суп,ru
2515,молочный суп с вермишелью,ru
2515,суп молочный вермишелевый,ru
2515,молочная лапша,ru
2515,milk vermicelli soup,en
2516,фасолевый суп,ru
2516,суп фасолевый,ru
2516,суп с фасолью,ru
2516,суп из фасоли,ru
2516,bean soup,en
2519,постный борщ,ru
2519,борщ постный,ru
2519,вегетарианский борщ,ru
2519,борщ без мяса,ru
2519,lean borscht,en
2520,уха из семги,ru
2520,суп из семги,ru
2520,лососевая уха,ru
2520,суп с семгой,ru
2520,salmon fish soup,en
2521,тушеная картошка с мясом,ru
2521,картошка тушеная с мясом,ru
2521,жаркое с мясом,ru
2521,картофель тушеный с мясом,ru
2521,stewed potatoes with meat,en
2522,тушеная картошка с курицей,ru
2522,картошка с курицей тушеная,ru
2522,картофель тушеный с курицей,ru
2522,жаркое с курицей,ru
2522,stewed potatoes with chicken,en
2523,курица с рисом,ru
2523,рис с курицей,ru
2523,куриное филе с рисом,ru
2523,рис и курица,ru
2523,chicken with rice,en
2524,рыба с овощами,ru
2524,рыба тушеная с овощами,ru
2524,рыба под овощами,ru
2524,рыба запеченная с овощами,ru
2524,fish with vegetables,en
2525,омлет с сыром,ru
2525,сырный омлет,ru
2525,яичница с сыром,ru
2525,омлет сырный,ru
2525,cheese omelet,en
2526,омлет с помидорами,ru
2526,омлет с томатами,ru
2526,яичница с помидорами,ru
2526,омлет помидоры,ru
2526,tomato omelet,en
2527,яичница с беконом,ru
2527,яйца с беконом,ru
2527,глазунья с беконом,ru
2527,бекон с яйцом,ru
2527,fried eggs with bacon,en
2528,яичница с колбасой,ru
2528,яйца с колбасой,ru
2528,глазунья с колбасой,ru
2528,колбаса с яйцом,ru
2528,fried eggs with sausage,en
1734,запеканка с изюмом,ru
2530,макаронная запеканка,ru
2530,запеканка из макарон,ru
2530,лапшевник,ru
2530,запеканка макаронная,ru
2530,pasta casserole,en
2531,гречка с грибами,ru
2531,гречневая каша с грибами,ru
2531,греча с грибами,ru
2531,гречка грибы,ru
2531,buckwheat with mushrooms,en
2532,перцы с фаршем,ru
2532,болгарский перец фаршированный,ru
2532,перец фаршированный мясом,ru
2532,stuffed bell pepper,en
2533,фаршированные кабачки,ru
2533,кабачки фаршированные,ru
2533,кабачки с фаршем,ru
2533,кабачковые лодочки,ru
2533,stuffed zucchini,en
2534,куриный рулет,ru
2534,рулет куриный,ru
2534,рулет из курицы,ru
2534,рулет из куриной грудки,ru
2534,chicken roll,en
2535,курица в сметане,ru
2535,куриное филе в сметане,ru
2535,курица со сметаной,ru
2535,курица в сметанном соусе,ru
2535,chicken in sour cream,en
2536,печень в сметане,ru
2536,печенка в сметане,ru
2536,печень со сметаной,ru
2536,печень в сметанном соусе,ru
2536,liver in sour cream,en
2537,гречка по купечески,ru
2537,гречка с мясом,ru
2537,гречневая каша с мясом,ru
2537,греча по купечески,ru
2537,гречка по-купечески,ru
2537,buckwheat merchant style,en
2016,макароны сырные,ru
2016,спагетти с сыром,ru
2016,macaroni and cheese,en
2539,пюре с подливой,ru
2539,картофельное пюре с подливой,ru
2539,пюре с соусом,ru
2539,пюре с подливкой,ru
2539,mashed potatoes with gravy,en
2540,картошка грибы,ru
2543,тефтельки с подливой,ru
2543,фрикадельки в соусе,ru
2543,meatballs in tomato sauce,en
2545,запеканка картофельная с фаршем,ru
2545,запеканка из картошки с мясом,ru
2545,картошка запеченная с фаршем,ru
2545,potato casserole with minced meat,en
